Lp,V,GTT,GTn,GGn,Ts,Tp,T48,T1,T2,P48,P1,P2,Pexh,TIC,mf,decay_coeff_comp,decay_coeff_turbine,T1_P1_ratio,T2_P2_ratio,T48_P48_ratio,Propeller_Torque_Diff,Power_Proxy_kW
6.175,18.0,15795.620200000001,1702.0881999999997,7845.6242,123.646,123.646,654.3416,288.0,614.9752000000001,1.7701999999999998,0.998,9.3812,1.0234,22.3422,0.39299999999999996,0.951,0.997,288.57715430861725,65.55400162026181,369.64275223138634,0.0,2815447.034589646
7.148,21.0,22704.176400000004,1968.7784,8301.678,185.57080000000002,185.57080000000002,709.1978,288.0,640.554,2.1114,0.998,11.1084,1.0266000000000002,26.568399999999997,0.526,0.951,0.997,288.57715430861725,57.663929998919734,335.8898361276878,0.0,4680919.8652305845
8.206,24.0,31226.868000000006,2308.937,8733.571399999999,261.0892,261.0892,777.4608000000001,288.0,671.3278,2.5458000000000003,0.998,13.259799999999998,1.0308,36.1618,0.716,0.951,0.997,288.57715430861725,50.6288028477051,305.38958284232854,0.0,7550385.54658497
9.3,27.0,42837.761600000005,2711.54,9125.372800000001,367.3654,367.3654,868.1872,288.0,706.4549999999999,3.1096,0.998,15.942400000000001,1.0361999999999998,50.765,1.005,0.951,0.997,288.57715430861725,44.31296417101565,279.19578080782094,0.0,12163859.719790574
1.138,3.0,38668.2312,2601.0184,8772.3558,334.06419999999997,334.06419999999997,818.5848,288.0,688.2012000000001,2.9183999999999997,0.998,14.9412,1.0348,45.7404,0.9216,0.951,0.998,288.57715430861725,46.06063769978316,280.49095394736844,0.0,10532375.860985303
2.088,6.0,33580.0362,2408.5001999999995,8375.4118,289.279,289.279,774.3093999999999,288.0,667.442,2.6681999999999997,0.998,13.659799999999999,1.0326,43.4878,0.8273999999999999,0.951,0.998,288.57715430861725,48.86176957202888,290.19916048272245,0.0,8469474.49788065
3.144,9.0,27461.359000000004,2150.2394,7980.635800000001,234.9502,234.9502,725.3697999999999,288.0,645.0504,2.3552,0.998,12.079600000000001,1.0295999999999998,37.1314,0.7013999999999999,0.951,0.998,288.57715430861725,53.39998013179244,307.9864979619565,0.0,6183544.051707553
4.161,12.0,20207.640400000004,1842.2226000000003,7682.825199999999,170.1198,170.1198,667.7375999999999,288.0,619.4466,1.9741999999999997,0.998,10.205599999999999,1.0257999999999998,28.496799999999997,0.5304,0.951,0.998,288.57715430861725,60.696735125813284,338.2319927059062,0.0,3898399.374675026
5.14,15.0,9979.493800000002,1514.9948,7427.015399999999,76.1498,76.1498,590.403,288.0,590.5462,1.4942,0.998,7.9483999999999995,1.0211999999999999,15.474799999999998,0.2726,0.951,0.998,288.57715430861725,74.29749383523729,395.12983536340516,0.0,1583245.538374793
6.175,18.0,15780.733000000002,1702.0885999999998,7847.4494,123.6514,123.6514,653.0254,288.0,614.7357999999999,1.7696,0.998,9.3688,1.0234,22.291800000000002,0.3916,0.951,0.998,288.57715430861725,65.61521219366406,369.02429927667265,0.0,2812794.167445875
7.148,21.0,22704.142200000006,1968.7779999999998,8303.0954,185.5888,185.5888,708.2662,288.0,640.3820000000001,2.1109999999999998,0.998,11.097199999999999,1.0266,26.512999999999998,0.5248,0.951,0.998,288.57715430861725,57.70662869913132,335.5121743249645,0.0,4680911.863187975
8.206,24.0,31226.786200000002,2308.9354,8734.5474,261.1194,261.1194,776.4868,288.0,671.1555999999999,2.5452000000000004,0.998,13.245999999999999,1.0308,36.0942,0.7146000000000001,0.951,0.998,288.57715430861725,50.668548995923295,305.07889360364607,0.0,7550360.535956974
9.3,27.0,42837.7566,2711.5697999999998,9126.088,367.3444,367.3444,867.2166000000001,288.0,706.2894,3.1088,0.998,15.9252,1.0362,50.68560000000001,1.0033999999999998,0.951,0.998,288.57715430861725,44.35042574033607,278.9554168811117,0.0,12163991.981621101
1.138,3.0,38729.1266,2603.3658,8774.971800000001,334.1768,334.1768,819.4456,288.0,688.3965999999999,2.9206000000000003,0.998,14.9386,1.0348,45.672000000000004,0.9221999999999999,0.951,0.999,288.57715430861725,46.081734566826874,280.5744025200301,0.0,10558482.789953703
2.088,6.0,33589.21000000001,2410.9489999999996,8378.391,289.41040000000004,289.41040000000004,773.7536,288.0,667.4413999999999,2.6688,0.998,13.649600000000001,1.0326,43.2858,0.8262,0.951,0.999,288.57715430861725,48.89823877622786,289.92565947242207,0.0,8480401.832229137
3.144,9.0,27470.605000000003,2152.6881999999996,7984.0336,235.0668,235.0668,724.8548000000001,288.0,645.053,2.3560000000000003,0.998,12.071200000000001,1.0295999999999998,36.9384,0.7005999999999999,0.951,0.999,288.57715430861725,53.43735502684074,307.6633276740238,0.0,6192670.49680599
4.161,12.0,20216.928400000004,1844.6727999999998,7686.5538,170.21820000000002,170.21820000000002,667.2532,288.0,619.4474,1.9751999999999998,0.998,10.1994,1.0257999999999998,28.3144,0.5298,0.951,0.999,288.57715430861725,60.7337098260682,337.81551235317943,0.0,3905378.536006718
5.14,15.0,9988.781000000003,1517.4136,7430.7812,76.297,76.297,589.8982,288.0,590.5368,1.4954,0.998,7.9452,1.0211999999999999,15.301599999999999,0.2722,0.951,0.999,288.57715430861725,74.32623470774807,394.47519058445897,0.0,1587249.0712891812
6.175,18.0,15729.156400000002,1702.1883999999998,7849.337999999999,123.66220000000001,123.66220000000001,650.6664000000001,288.0,614.3582,1.7678,0.998,9.350399999999999,1.0234,22.104599999999998,0.3888,0.951,0.999,288.57715430861725,65.70394849418207,368.0656182826112,0.0,2803765.4214742775
7.148,21.0,22704.2452,1968.7777999999998,8304.517,185.5668,185.5668,707.3376000000001,288.0,640.2104,2.1108000000000002,0.998,11.085600000000001,1.0266000000000002,26.457600000000003,0.5238,0.951,0.999,288.57715430861725,57.75153352096413,335.10403638430927,0.0,4680932.62317623
8.206,24.0,31226.8566,2308.9346,8735.5292,261.0848,261.0848,775.5162,288.0,670.984,2.5448,0.998,13.231799999999998,1.0308,36.026799999999994,0.7132000000000001,0.951,0.999,288.57715430861725,50.709956317356685,304.7454416850047,0.0,7550374.941998891
9.3,27.0,42838.2546,2711.5865999999996,9126.8076,367.3754,367.3754,866.2504000000001,288.0,706.1243999999999,3.1082,0.998,15.907599999999999,1.0361999999999998,50.6066,1.0018,0.951,0.999,288.57715430861725,44.38912218059292,278.698410655685,0.0,12164208.756167702
1.138,3.0,38736.8042,2603.5618,8776.1364,334.2162,334.2162,818.7716,288.0,688.2888,2.9202,0.998,14.924199999999999,1.0348,45.6038,0.921,0.951,1.0,288.57715430861725,46.118974551399745,280.38202862817616,0.0,10561370.962359104
2.088,6.0,33561.73520000001,2411.2825999999995,8379.95,289.47400000000005,289.47400000000005,772.1012000000001,288.0,667.2068,2.6673999999999998,0.998,13.630799999999999,1.0326,43.0638,0.8240000000000001,0.951,1.0,288.57715430861725,48.94846964228073,289.45834895403766,0.0,8474637.62266359
3.144,9.0,27443.207800000004,2153.0218,7986.013400000001,235.1504,235.1504,723.243,288.0,644.8217999999999,2.3546,0.998,12.0544,1.0295999999999998,36.7254,0.6984,0.951,1.0,288.57715430861725,53.49264998672684,307.1617259831819,0.0,6187453.088949318
4.161,12.0,20189.569200000005,1845.0067999999999,7688.863800000001,170.32139999999998,170.32139999999998,665.6718,288.0,619.2144000000001,1.9739999999999998,0.998,10.1848,1.0257999999999998,28.111800000000006,0.5277999999999999,0.951,1.0,288.57715430861725,60.797894902207226,337.2197568389058,0.0,3900799.61696641
5.14,15.0,9960.934000000003,1517.7304,7433.1248000000005,76.3364,76.3364,588.2946,288.0,590.2932000000001,1.4944,0.998,7.9336,1.0211999999999999,15.108,0.2704,0.951,1.0,288.57715430861725,74.40420490067561,393.66608672376873,0.0,1583154.5505799474
6.175,18.0,15694.035600000003,1702.3247999999999,7851.256200000001,123.69300000000001,123.69300000000001,648.7474,288.0,614.05,1.7666,0.998,9.3352,1.0234,21.8972,0.3866,0.951,1.0,288.57715430861725,65.77791584540235,367.22936714593004,0.0,2797729.2122742916
7.148,21.0,22704.200000000004,1968.7776,8305.9356,185.5956,185.5956,706.4105999999999,288.0,640.039,2.1106000000000003,0.998,11.0744,1.0266,26.402200000000004,0.5226,0.951,1.0,288.57715430861725,57.794462905439566,334.69657917179944,0.0,4680922.828779783
8.206,24.0,31226.7516,2308.9339999999997,8736.5054,261.10900000000004,261.10900000000004,774.5474,288.0,670.8126,2.5444000000000004,0.998,13.2178,1.0308,35.959199999999996,0.7118,0.951,1.0,288.57715430861725,50.75069981388733,304.4125923596918,0.0,7550347.591902302
9.3,27.0,42837.8414,2711.5832,9127.507399999999,367.3872,367.3872,865.2792,288.0,705.9586,3.1074,0.998,15.890199999999998,1.0362,50.526599999999995,1.0002,0.951,1.0,288.57715430861725,44.42729481063801,278.45761730063714,0.0,12164076.17297348
1.138,3.0,38591.45539999999,2593.1148000000003,8756.5046,333.6456,333.6456,819.4190000000001,288.0,687.9774,2.9128,0.998,14.9024,1.0348,49.0016,0.9224,0.952,0.975,288.57715430861725,46.16554380502469,281.31660258170837,0.0,10479523.099438466
2.088,6.0,34021.129,2405.5074,8349.8034,289.76439999999997,289.76439999999997,792.1456000000001,288.0,670.0483999999999,2.6800000000000006,0.998,13.7534,1.0326,45.0698,0.8462,0.952,0.975,288.57715430861725,48.71874591010223,295.5767164179104,0.0,8570063.442160016
3.144,9.0,27902.107399999997,2147.2434,7942.3346,235.411,235.411,747.4508,288.0,648.3956,2.368,0.998,12.2164,1.0295999999999998,38.9122,0.7242,0.952,0.975,288.57715430861725,53.07583248747585,315.6464527027027,0.0,6274034.471987032
4.161,12.0,20648.0362,1839.2256000000002,7634.4932,170.57779999999997,170.57779999999997,694.3711999999999,288.0,623.5744,1.9886,0.998,10.396,1.0257999999999998,30.524199999999997,0.5582,0.952,0.975,288.57715430861725,59.982146979607535,349.1759026450769,0.0,3976878.9699522895
5.14,15.0,10418.8396,1511.9428,7373.847,76.5992,76.5992,621.9068,288.0,595.5310000000001,1.5108000000000001,0.998,8.2068,1.0211999999999999,17.8142,0.3066,0.952,0.975,288.57715430861725,72.56555539308867,411.64072014826576,0.0,1649617.7887564728
6.175,18.0,16295.608399999997,1707.0243999999998,7806.743400000001,124.5192,124.5192,686.298,288.0,620.5174,1.7914,0.998,9.6834,1.0234,21.488799999999998,0.42699999999999994,0.952,0.975,288.57715430861725,64.0805295660615,383.1070670983588,0.0,2912989.548763553
7.148,21.0,22702.9098,1968.8082,8269.111,185.581,185.581,729.7428,288.0,644.1774,2.1186,0.998,11.3658,1.0266000000000002,27.793200000000002,0.5502,0.952,0.975,288.57715430861725,56.676819933484666,344.4457660719343,0.0,4680729.578124814
8.206,24.0,31226.399400000002,2308.9664000000002,8711.139,261.11260000000004,261.11260000000004,798.883,288.0,674.9730000000001,2.5564,0.998,13.5786,1.0308,37.654999999999994,0.7456,0.952,0.975,288.57715430861725,49.70858556846804,312.5031294007198,0.0,7550368.381788132
9.3,27.0,42834.098000000005,2711.5528000000004,9108.7706,367.3336,367.3336,889.4649999999999,288.0,709.9626000000001,3.1247999999999996,0.998,16.3416,1.0361999999999998,52.52,1.0398,0.952,0.975,288.57715430861725,43.44510941401087,284.6470174091142,0.0,12162876.849334562
1.138,3.0,38569.2,2596.788,8745.426000000001,333.7972,333.7972,835.9474,288.0,690.961,2.9283999999999994,0.998,15.2908,1.0348,48.5158,0.9516,0.952,0.976,288.57715430861725,45.188021555445104,285.4621636388472,0.0,10488315.535359604
2.088,6.0,33998.9114,2409.0514,8344.563400000001,289.9192,289.9192,803.1124,288.0,671.9422000000001,2.6938,0.998,14.0714,1.0326,44.190200000000004,0.8682000000000001,0.952,0.976,288.57715430861725,47.75233452250665,298.13364021085454,0.0,8577084.64421306
3.144,9.0,27878.033600000002,2150.7858,7940.2326,235.54359999999997,235.54359999999997,753.284,288.0,649.478,2.3785999999999996,0.998,12.447999999999999,1.0295999999999998,37.631800000000005,0.7384000000000001,0.952,0.976,288.57715430861725,52.17528920308484,316.69217186580346,0.0,6278962.880864094
4.161,12.0,20623.589400000004,1842.7692,7634.765600000001,170.7008,170.7008,695.0556,288.0,623.9024,1.9945999999999997,0.998,10.520199999999999,1.0257999999999998,28.765400000000007,0.5628,0.952,0.976,288.57715430861725,59.30518431208532,348.4686653965708,0.0,3979823.5398217
5.14,15.0,10398.2318,1515.5528,7378.2838,76.777,76.777,618.2494,288.0,595.2214,1.5104,0.998,8.193000000000001,1.0211999999999999,15.539600000000002,0.301,0.952,0.976,288.57715430861725,72.64999389722934,409.32825741525426,0.0,1650285.8800558713
6.175,18.0,16294.446000000002,1706.9378000000002,7808.504000000001,124.4908,124.4908,685.331,288.0,620.331,1.7914,0.998,9.673,1.0234,21.4058,0.42619999999999997,0.952,0.976,288.57715430861725,64.13015610462111,382.56726582561123,0.0,2912633.9891518326
7.148,21.0,22702.9296,1968.8067999999998,8270.518,185.5444,185.5444,728.7596000000001,288.0,643.9972,2.1184,0.998,11.354000000000001,1.0266,27.7352,0.5492,0.952,0.976,288.57715430861725,56.719852034525275,344.01416163142,0.0,4680730.331929123
8.206,24.0,31226.4962,2308.9694000000004,8712.1048,261.0974,261.0974,797.8564,288.0,674.7898,2.556,0.998,13.563999999999998,1.0308,37.5846,0.7442,0.952,0.976,288.57715430861725,49.748584488351526,312.15039123630675,0.0,7550401.5975787705
9.3,27.0,42834.3114,2711.5564000000004,9109.4946,367.3468,367.3468,888.4376,288.0,709.783,3.1241999999999996,0.998,16.3234,1.0362,52.436800000000005,1.0382000000000002,0.952,0.976,288.57715430861725,43.4825465282968,284.3728314448499,0.0,12162953.593090711
1.138,3.0,38602.5604,2598.673,8747.763799999999,333.9232,333.9232,835.4936,288.0,690.998,2.9292000000000002,0.998,15.282,1.0348,47.4036,0.95,0.952,0.977,288.57715430861725,45.21646381363696,285.22927761846233,0.0,10505007.415365824
2.088,6.0,34002.9,2409.8082,8346.504799999999,289.8398,289.8398,802.2456,288.0,671.8736,2.6933999999999996,0.998,14.0582,1.0326,43.7298,0.8664000000000002,0.952,0.977,288.57715430861725,47.792292043078064,297.8560926709735,0.0,8580785.664159143
3.144,9.0,27882.1234,2151.5424,7942.590399999999,235.49020000000002,235.49020000000002,752.4604,288.0,649.4144,2.3784,0.998,12.4366,1.0295999999999998,37.181000000000004,0.7368,0.952,0.977,288.57715430861725,52.218001704645964,316.3725193407333,0.0,6282093.153137197
4.161,12.0,20627.593599999997,1843.5214,7637.4492,170.627,170.627,694.2616,288.0,623.8392,1.9946000000000002,0.998,10.511199999999999,1.0257999999999998,28.325200000000002,0.5614,0.952,0.977,288.57715430861725,59.349950528959596,348.07059059460545,0.0,3982221.087340674
5.14,15.0,10402.2008,1516.3046,7380.9926000000005,76.6778,76.6778,617.438,288.0,595.1508,1.5104,0.998,8.1872,1.0211999999999999,15.109399999999999,0.2998,0.952,0.977,288.57715430861725,72.69283760015634,408.79104872881356,0.0,1651734.7410793765
6.175,18.0,16265.339799999998,1705.8056000000001,7809.625,124.28800000000001,124.28800000000001,683.9196,288.0,620.0355999999999,1.7898,0.998,9.657399999999999,1.0234,22.0012,0.4248,0.952,0.977,288.57715430861725,64.20316027088036,382.1206838752933,0.0,2905502.773767945
7.148,21.0,22703.0266,1968.8049999999998,8271.9274,185.5524,185.5524,727.7798,288.0,643.8176000000001,2.1178,0.998,11.3422,1.0266000000000002,27.6772,0.548,0.952,0.977,288.57715430861725,56.763026573327934,343.64897535178017,0.0,4680746.051287128
8.206,24.0,31226.642,2308.9716,8713.072,261.11019999999996,261.11019999999996,796.8332,288.0,674.6072,2.5552,0.998,13.5494,1.0308,37.513799999999996,0.7428,0.952,0.977,288.57715430861725,49.788713891390024,311.84768315591737,0.0,7550444.045349375
9.3,27.0,42834.5178,2711.5604,9110.219000000001,367.34939999999995,367.34939999999995,887.4134,288.0,709.6042,3.1231999999999998,0.998,16.305,1.0361999999999998,52.3532,1.0366,0.952,0.977,288.57715430861725,43.52065010732904,284.1359503073771,0.0,12163030.14357855
1.138,3.0,38693.051,2602.3671999999997,8751.358199999999,334.135,334.135,837.2335999999999,288.0,691.3818,2.9324000000000003,0.998,15.286200000000003,1.0348,47.111000000000004,0.9513999999999999,0.952,0.978,288.57715430861725,45.229147858853075,285.5113899877233,0.0,10544601.467617963
2.088,6.0,34074.58200000001,2413.031,8350.1064,289.9656,289.9656,803.6564000000001,288.0,672.1902,2.696,0.998,14.0598,1.0326,43.6162,0.8678000000000001,0.952,0.978,288.57715430861725,47.809371399308674,298.0921364985163,0.0,8610374.800042791
3.144,9.0,27953.927400000004,2154.7654,7946.609599999999,235.61519999999996,235.61519999999996,753.914,288.0,649.7360000000001,2.3812,0.998,12.4402,1.0295999999999998,37.076800000000006,0.7382000000000001,0.952,0.978,288.57715430861725,52.22874230317841,316.610952460944,0.0,6307706.019625274
4.161,12.0,20699.354800000005,1846.7406000000003,7641.7966,170.7454,170.7454,695.7448,288.0,624.1612,1.9974,0.998,10.517399999999999,1.0257999999999998,28.2322,0.563,0.952,0.978,288.57715430861725,59.345579706011,348.32522278962654,0.0,4003052.849039607
5.14,15.0,10473.834200000001,1519.5224,7385.3622000000005,76.8114,76.8114,618.903,288.0,595.4644000000001,1.5134,0.998,8.1966,1.0211999999999999,15.026599999999998,0.3016,0.952,0.978,288.57715430861725,72.64773198643341,408.948724725783,0.0,1666638.535966039
6.175,18.0,16246.6454,1705.3294,7811.1467999999995,124.21340000000001,124.21340000000001,682.5934,288.0,619.778,1.7887999999999997,0.998,9.643600000000001,1.0234,22.1242,0.4236,0.952,0.978,288.57715430861725,64.26832303289227,381.5929114490161,0.0,2901353.183859068
7.148,21.0,22702.997600000002,1968.8024,8273.3346,185.5672,185.5672,726.8012,288.0,643.6375999999999,2.1176000000000004,0.998,11.3302,1.0266,27.6196,0.5468,0.952,0.978,288.57715430861725,56.80725847734373,343.21930487344156,0.0,4680733.890900473
8.206,24.0,31226.631799999996,2308.972,8714.035399999999,261.113,261.113,795.8113999999999,288.0,674.4241999999999,2.5547999999999997,0.998,13.534600000000001,1.0308,37.443599999999996,0.7414,0.952,0.978,288.57715430861725,49.82963663499474,311.4965555033662,0.0,7550442.887059077
9.3,27.0,42834.7632,2711.5598,9110.9394,367.308,367.308,886.3918000000001,288.0,709.425,3.1226,0.998,16.2866,1.0362,52.2702,1.0350000000000001,0.952,0.978,288.57715430861725,43.55881522233001,283.8633830782041,0.0,12163097.134488145
1.138,3.0,38801.0688,2605.6716,8754.7124,334.28499999999997,334.28499999999997,839.5214,288.0,691.879,2.9366,0.998,15.2958,1.0348,47.03939999999999,0.9536,0.952,0.979,288.57715430861725,45.23326664836099,285.8821085609208,0.0,10587464.963144936
2.088,6.0,34168.94900000001,2416.0132,8353.564999999999,290.05139999999994,290.05139999999994,805.722,288.0,672.6496,2.6998,0.998,14.0684,1.0326,43.714,0.8698,0.952,0.979,288.57715430861725,47.81280031844417,298.4376620490406,0.0,8644891.388058795
3.144,9.0,28048.389800000004,2157.7475999999997,7950.485000000001,235.69539999999998,235.69539999999998,756.0224000000001,288.0,650.2004,2.385,0.998,12.4508,1.0295999999999998,37.1842,0.7405999999999999,0.952,0.979,288.57715430861725,52.221576123622576,316.99052410901476,0.0,6337780.5090508275
4.161,12.0,20793.7992,1849.7196,7646.001399999999,170.8372,170.8372,697.8828000000001,288.0,624.626,2.0014,0.998,10.5304,1.0257999999999998,28.350399999999997,0.5656,0.952,0.979,288.57715430861725,59.31645521537643,348.6973118816829,0.0,4027804.309382559
5.14,15.0,10568.106,1522.5022,7389.592200000001,76.94059999999999,76.94059999999999,621.0226,288.0,595.9215999999999,1.5177999999999998,0.998,8.2128,1.0211999999999999,15.1548,0.3044,0.952,0.979,288.57715430861725,72.56010130527956,409.1597048359468,0.0,1684937.1564437186
6.175,18.0,16233.2548,1705.0004000000001,7812.7692,124.15859999999998,124.15859999999998,681.3779999999999,288.0,619.551,1.7884,0.998,9.6316,1.0234,22.2378,0.4224,0.952,0.979,288.57715430861725,64.32482661240084,380.9986580183404,0.0,2898402.586981013
7.148,21.0,22703.1258,1968.7998,8274.746,185.58059999999998,185.58059999999998,725.8266,288.0,643.4588,2.1174,0.998,11.3186,1.0266000000000002,27.562199999999997,0.5458000000000001,0.952,0.979,288.57715430861725,56.849681055960986,342.79144233493906,0.0,4680754.140804628
8.206,24.0,31226.784999999996,2308.9714,8715.0034,261.1312,261.1312,794.7938,288.0,674.2428,2.5544000000000002,0.998,13.520199999999999,1.0308,37.373599999999996,0.74,0.952,0.979,288.57715430861725,49.86929187438056,311.1469621046038,0.0,7550477.968013614
9.3,27.0,42835.127400000005,2711.5588,9111.6624,367.35720000000003,367.35720000000003,885.3740000000001,288.0,709.2477999999999,3.122,0.998,16.2684,1.0361999999999998,52.187599999999996,1.0333999999999999,0.952,0.979,288.57715430861725,43.59665363526837,283.59192825112115,0.0,12163196.06480655
1.138,3.0,38900.2974,2607.721,8757.2274,334.4674,334.4674,841.6094,288.0,692.2558,2.9400000000000004,0.998,15.300799999999999,1.0348,46.968,0.9553999999999998,0.952,0.98,288.57715430861725,45.24311147129562,286.2617006802721,0.0,10622889.500584949
2.088,6.0,34263.5454,2417.9966,8356.3348,290.2082,290.2082,807.7660000000001,288.0,673.0296,2.7030000000000003,0.998,14.074000000000002,1.0326,43.7168,0.8718,0.952,0.98,288.57715430861725,47.820775898820514,298.8405475397706,0.0,8675941.263236891
3.144,9.0,28143.092199999996,2159.7306,7953.6724,235.8458,235.8458,758.1086000000001,288.0,650.5854,2.3884,0.998,12.458400000000001,1.0295999999999998,37.1964,0.7425999999999999,0.952,0.98,288.57715430861725,52.22062223078405,317.412744933847,0.0,6365023.523844345
4.161,12.0,20888.454400000002,1851.7007999999998,7649.5166,170.9822,170.9822,699.9982000000001,288.0,625.0110000000001,2.005,0.998,10.540600000000001,1.0257999999999998,28.373399999999997,0.5678,0.952,0.98,288.57715430861725,59.295580896723145,349.1262842892769,0.0,4050472.972210309
5.14,15.0,10662.584599999998,1524.484,7393.1326,77.056,77.056,623.1198,288.0,596.2984,1.5215999999999998,0.998,8.2262,1.0211999999999999,15.1878,0.3066,0.952,0.98,288.57715430861725,72.48770999975687,409.5161671924291,0.0,1702213.2966322498
6.175,18.0,16228.8544,1704.931,7814.541799999999,124.148,124.148,680.3432,288.0,619.3654,1.7879999999999998,0.998,9.621199999999998,1.0234,22.2562,0.42119999999999996,0.952,0.98,288.57715430861725,64.37506755914025,380.5051454138703,0.0,2897498.963747799
7.148,21.0,22703.225799999997,1968.7993999999999,8276.1574,185.5858,185.5858,724.8538000000001,288.0,643.2801999999999,2.1172,0.998,11.306799999999999,1.0266,27.504600000000003,0.5444,0.952,0.98,288.57715430861725,56.893214702656806,342.36434914037415,0.0,4680773.8070374215
8.206,24.0,31226.882400000002,2308.9726,8715.9702,261.14279999999997,261.14279999999997,793.7783999999999,288.0,674.0612,2.554,0.998,13.505600000000001,1.0308,37.303399999999996,0.7384000000000001,0.952,0.98,288.57715430861725,49.90975595308612,310.79812059514484,0.0,7550505.442924558
9.3,27.0,42835.278000000006,2711.5616,9112.3828,367.3332,367.3332,884.358,288.0,709.0704,3.1214,0.998,16.2502,1.0362,52.1048,1.0314,0.952,0.98,288.57715430861725,43.63456449766772,283.32094572948034,0.0,12163251.38820435
1.138,3.0,38950.3214,2608.6176,8758.898799999999,334.49339999999995,334.49339999999995,842.1912,288.0,692.3628,2.9414000000000002,0.998,15.295200000000003,1.0348,46.89640000000001,0.9554,0.952,0.981,288.57715430861725,45.266671897065734,286.32324743319504,0.0,10640207.162885029
2.088,6.0,34274.24560000001,2418.2496,8357.9178,290.119,290.119,807.5226,288.0,672.9959999999999,2.7032,0.998,14.0626,1.0326,43.9122,0.8710000000000001,0.952,0.981,288.57715430861725,47.85715301580077,298.7283959751406,0.0,8679558.747629253
3.144,9.0,28153.8832,2159.984,7955.6720000000005,235.75279999999998,235.75279999999998,757.9075999999999,288.0,650.5566000000001,2.3884,0.998,12.449000000000002,1.0295999999999998,37.4014,0.742,0.952,0.981,288.57715430861725,52.2577395774761,317.3285881761849,0.0,6368211.177158376
4.161,12.0,20899.245199999998,1851.9525999999998,7651.846799999999,170.88060000000002,170.88060000000002,699.8266000000001,288.0,624.9826,2.0052,0.998,10.5334,1.0257999999999998,28.5894,0.5676,0.952,0.981,288.57715430861725,59.3334156112936,349.00588469978067,0.0,4053116.4928830555
5.14,15.0,10673.3718,1524.7343999999998,7395.491,76.9884,76.9884,622.9306,288.0,596.2618,1.5218,0.998,8.2222,1.0211999999999999,15.413599999999999,0.3068,0.952,0.981,288.57715430861725,72.51852302303519,409.3380207648837,0.0,1704215.2792843042
6.175,18.0,16189.753,1704.2845999999997,7815.972200000001,124.03119999999998,124.03119999999998,678.5301999999999,288.0,619.0362,1.7862000000000002,0.998,9.6042,1.0234,22.467399999999998,0.4194,0.952,0.981,288.57715430861725,64.45473855188355,379.8735863845033,0.0,2889421.903343202
7.148,21.0,22703.285200000002,1968.7975999999999,8277.567200000001,185.58679999999998,185.58679999999998,723.8842000000001,288.0,643.1018,2.1166,0.998,11.295,1.0266000000000002,27.4472,0.5432,0.952,0.981,288.57715430861725,56.93685701637893,342.0033071907777,0.0,4680781.77419713
8.206,24.0,31226.9418,2308.9716,8716.9362,261.11379999999997,261.11379999999997,792.7662,288.0,673.8804,2.5534,0.998,13.491000000000003,1.0308,37.2334,0.737,0.952,0.981,288.57715430861725,49.95036691127417,310.4747395629357,0.0,7550516.535472547
9.3,27.0,42835.4942,2711.5614,9113.101200000001,367.3634,367.3634,883.3453999999999,288.0,708.8938,3.1206,0.998,16.2322,1.0361999999999998,52.022000000000006,1.0295999999999998,0.952,0.981,288.57715430861725,43.67207156146426,283.069089277703,0.0,12163311.881929085
1.138,3.0,39078.584800000004,2609.8830000000003,8760.8948,334.6062,334.6062,845.2002,288.0,692.8694,2.9457999999999998,0.998,15.3064,1.0348,46.824999999999996,0.9584000000000001,0.952,0.982,288.57715430861725,45.266646631474416,286.9170344218888,0.0,10680423.758991633
2.088,6.0,34408.125400000004,2419.626,8360.277,290.24699999999996,290.24699999999996,810.691,288.0,673.5310000000001,2.7077999999999998,0.998,14.075800000000001,1.0326,43.7478,0.8742000000000001,0.952,0.982,288.57715430861725,47.85028204435982,299.39101853903543,0.0,8718421.727040911
3.144,9.0,28287.845600000008,2161.3602,7958.447999999999,235.8786,235.8786,761.1178,288.0,651.0962000000001,2.3931999999999998,0.998,12.464,1.0295999999999998,37.246399999999994,0.7455999999999999,0.952,0.982,288.57715430861725,52.23814184852375,318.0335116162461,0.0,6402589.245823073
4.161,12.0,21033.216600000003,1853.3277999999998,7654.9534,171.038,171.038,703.066,288.0,625.5222,2.0100000000000002,0.998,10.550799999999999,1.0257999999999998,28.445199999999993,0.5714,0.952,0.982,288.57715430861725,59.28670811692005,349.78407960199,0.0,4082127.3796581333
5.14,15.0,10807.132,1526.1092,7398.6224,77.0956,77.0956,626.1514,288.0,596.7927999999999,1.5268000000000002,0.998,8.2426,1.0211999999999999,15.279399999999999,0.3108,0.952,0.982,288.57715430861725,72.40346492611555,410.107021220854,0.0,1727128.6343576415
6.175,18.0,16195.485999999999,1704.3910000000003,7817.85,124.0492,124.0492,677.7036,288.0,618.8758,1.7861999999999998,0.998,9.5948,1.0234,22.318599999999996,0.41859999999999997,0.952,0.982,288.57715430861725,64.5011672989536,379.4108162579779,0.0,2890625.5378956823
7.148,21.0,22703.276,1968.7956000000001,8278.9752,185.57580000000002,185.57580000000002,722.9159999999999,288.0,642.9234,2.1162,0.998,11.283,1.0266,27.389999999999997,0.5424,0.952,0.982,288.57715430861725,56.981600638128164,341.6104337964275,0.0,4680775.122451702
